Category::NonFlagship,California State U - Fullerton,California,
Category::NonFlagship,California State U - Long Beach,California,
Category::NonFlagship,California State U - Los Angeles,California,
Category::NonFlagship,California State U - Northridge,California,
Category::NonFlagship,California State U - Sacramento,California,
Category::NonFlagship,California State U - San Bernardino,California,
Category::NonFlagship,California State U - San Marcos,California,
Category::NonFlagship,California State U - Stanislaus,California,
Category::NonFlagship,Humboldt State University,California,
Category::NonFlagship,San Diego State University,California,
Category::NonFlagship,San Francisco State University,California,
Category::NonFlagship,San Jose State University,California,
Category::NonFlagship,Sonoma State University,California,
Category::NonFlagship,University of California - Davis,California,
Category::NonFlagship,University of California - Irvine,California,
Category::NonFlagship,University of California - Merced,California,http://ipa.ucmerced.edu/fcalc/ucbcalcmain.aspx
Category::NonFlagship,University of Californiar - Riverside,California,
Category::NonFlagship,University of Claifornia - San Diego,California,http://www.ucsd.edu/current-students/finances/financial-aid/forms/calculator.html
Category::NonFlagship,University of California - Santa Barbara,California,http://www.finaid.ucsb.edu/AidEstimator.asp
Category::NonFlagship,University of California - Santa Cruz,California,
Category::NonFlagship,Adams State College,Colorado,
Category::NonFlagship,Colorado School of Mines,Colorado,
Category::NonFlagship,Colorado State University,Colorado,
Category::NonFlagship,Colorado State University - Pueblo,Colorado,
Category::NonFlagship,Fort Lewis College,Colorado,
Category::NonFlagship,Mesa State College,Colorado,http://www.mesastate.edu/future/payingforcollege/financial_aid_calculator.php
Category::NonFlagship,Metroplitan State College of Denver,Colorado,
Category::NonFlagship,U of Colorado at Denver and Health Sci Center,Colorado,
Category::NonFlagship,University of Colorado - Colorado Springs,Colorado,
Category::NonFlagship,University of Northern Colorado,Colorado,http://www.unco.edu/ofa/cost/
Category::NonFlagship,Western State College of Colorado,Colorado,
Category::NonFlagship,Central Connecticut State University,Connecticut,http://www.ccsu.edu/page.cfm?p=8796
Category::NonFlagship,Eastern Connecticut State University,Connecticut,
Category::NonFlagship,Southern Connecticut State University,Connecticut,
Category::NonFlagship,Western Connecticut State University,Connecticut,http://www.wcsu.edu/admissions/netprice.asp
Category::NonFlagship,Chipola College,Florida,
Category::NonFlagship,Daytona State College,Florida,
Category::NonFlagship,Edison College,Florida,
Category::NonFlagship,Florida A & M,Florida,
Category::NonFlagship,Florida Atlantic,Florida,
Category::NonFlagship,Florida Gulf Coast University,Florida,
Category::NonFlagship,Florida International,Florida,
Category::NonFlagship,Florida State University,Florida,
Category::NonFlagship,Indian River State College,Florida,
Category::NonFlagship,Miami Dade College,Florida,
Category::NonFlagship,New College of Florida,Florida,
Category::NonFlagship,Northwest Florida State College,Florida,
Category::NonFlagship,St Petersburg College,Florida,
Category::NonFlagship,Troy University - Florida Region,Florida,
Category::NonFlagship,University of Central Florida,Florida,
Category::NonFlagship,University of North Florida,Florida,
Category::NonFlagship,University of South Florida,Florida,
Category::NonFlagship,University of West Florida,Florida,
Category::NonFlagship,Albany State University,Georgia,
Category::NonFlagship,Armstrong Atlantic State University,Georgia,
Category::NonFlagship,Augusta State University,Georgia,
Category::NonFlagship,Clayton State University,Georgia,
Category::NonFlagship,Columbus State University,Georgia,
Category::NonFlagship,Dalton State,Georgia,
Category::NonFlagship,Fort Valley State,Georgia,
Category::NonFlagship,Gainesville College,Georgia,
Category::NonFlagship,Georgia College & State,Georgia,
Category::NonFlagship,Georgia Gwinnett College,Georgia,
Category::NonFlagship,Georgia Institute of Technology,Georgia,
Category::NonFlagship,Georgia Southern University,Georgia,
Category::NonFlagship,Georgia Southwestern State University,Georgia,
Category::NonFlagship,Georgia State University,Georgia,
Category::NonFlagship,Kennesaw State University,Georgia,http://www.kennesaw.edu/financial_aid/npcalc/npcalc.htm
Category::NonFlagship,Macon State College,Georgia,
Category::NonFlagship,Medical College of Georgia,Georgia,
Category::NonFlagship,Middle Georgia College,Georgia,
Category::NonFlagship,North Georgia College & State University,Georgia,
Category::NonFlagship,Savannah State University,Georgia,
Category::NonFlagship,Southern Polytechnic State University,Georgia,
Category::NonFlagship,University of West Georgia,Georgia,
Category::NonFlagship,Valdosta State University,Georgia,
Category::NonFlagship,University of Hawaii at Hilo,Hawaii,
Category::NonFlagship,Boise State University,Idaho,
Category::NonFlagship,Idaho State University,Idaho,
Category::NonFlagship,Lewis Clark State College,Idaho,
Category::NonFlagship,North Idaho College,Idaho,
Category::NonFlagship,Chicago State University,Illinois,
Category::NonFlagship,Eastern Illinois University,Illinois,
Category::NonFlagship,Governors State University,Illinois,
Category::NonFlagship,Illinois State University,Illinois,
Category::NonFlagship,Northeastern Illinois University,Illinois,http://www.neiu.edu/~finaid/
Category::NonFlagship,Northern Illinois University,Illinois,http://www.niu.edu/fa/netprice/npcalc.htm
Category::NonFlagship,Southern Illinois University - Carbondale,Illinois,
Category::NonFlagship,Southern Illinois University - Edwardsville,Illinois,
Category::NonFlagship,University of Illinois-Chicago,Illinois,
Category::NonFlagship,University of Illinois - Springfield,Illinois,
Category::NonFlagship,Western Illinois University,Illinois,
Category::NonFlagship,Ball State University,Indiana,
Category::NonFlagship,Brown Mackie College - Michigan City,Indiana,
Category::NonFlagship,Indiana State University,Indiana,
Category::NonFlagship,Indiana U - Purdue U Indianapolis,Indiana,
Category::NonFlagship,Indiana U-Purdue U Fort Wayne,Indiana,
Category::NonFlagship,Indiana University East,Indiana,
Category::NonFlagship,Indiana University Kokomo,Indiana,
Category::NonFlagship,Indiana University Northwest,Indiana,
Category::NonFlagship,Indiana University South Bend,Indiana,
Category::NonFlagship,Indiana University Southeast,Indiana,
Category::NonFlagship,Purdue University - Calumet,Indiana,http://webs.purduecal.edu/ofasa/financial-aid-estimator/
Category::NonFlagship,Purdue University - North Central,Indiana,
Category::NonFlagship,University of Southern Indiana,Indiana,
Category::NonFlagship,Vincennes University,Indiana,
Category::NonFlagship,Iowa State University,Iowa,http://www.financialaid.iastate.edu/planning/financialcalculator.php
Category::NonFlagship,University of Northern Iowa,Iowa,https://access.uni.edu/cgi-bin/calc_aid/calc_aid.cgi
Category::NonFlagship,Emporia State University,Kansas,
Category::NonFlagship,Fort Hays State University,Kansas,
Category::NonFlagship,Kansas State University,Kansas,
Category::NonFlagship,Pittsburgh State University,Kansas,
Category::NonFlagship,Washburn University,Kansas,
Category::NonFlagship,Wichita State University,Kansas,http://admissions.wichita.edu/finaid/costaidcalc_new.asp
Category::NonFlagship,Eastern Kentucky University,Kentucky,
Category::NonFlagship,Kentucky State University,Kentucky,
Category::NonFlagship,Morehead State University,Kentucky,
Category::NonFlagship,Murray State University,Kentucky,
Category::NonFlagship,Northern Kentucky University,Kentucky,
Category::NonFlagship,Western Kentucky University,Kentucky,
Category::NonFlagship,Grambling State University,Louisiana,
Category::NonFlagship,Louisiana State U - School of Allied Health,Louisiana,
Category::NonFlagship,Louisiana State U at Alexandria,Louisiana,
Category::NonFlagship,Louisiana State U - Shreveport,Louisiana,
Category::NonFlagship,Louisiana Tech University,Louisiana,
Category::NonFlagship,McNeese State University,Louisiana,
Category::NonFlagship,Nicholls State University,Louisiana,
Category::NonFlagship,Northwestern State U of Louisiana,Louisiana,
Category::NonFlagship,Southeastern Louisiana University,Louisiana,
Category::NonFlagship,Southern University at Bacon Rouge,Louisiana,
Category::NonFlagship,Southern University at New Orleans,Louisiana,
Category::NonFlagship,University of Louisiana at Lafayette,Louisiana,
Category::NonFlagship,University of Louisiana at Monroe,Louisiana,
Category::NonFlagship,University of New Orleans,Louisiana,
Category::NonFlagship,Maine Martime Academy,Maine,
Category::NonFlagship,University of Maine at Augusta,Maine,
Category::NonFlagship,University of Maine at Farmington,Maine,
Category::NonFlagship,University of Maine at Fort Kent,Maine,
Category::NonFlagship,University of Maine at Machias,Maine,
Category::NonFlagship,University of Maine at Presque Isle,Maine,
Category::NonFlagship,University of Southern Maine,Maine,
Category::NonFlagship,Bowie State University,Maryland,
Category::NonFlagship,Coppin State University,Maryland,
Category::NonFlagship,Frostburg State University,Maryland,
Category::NonFlagship,Morgan State University,Maryland,
Category::NonFlagship,Salisbury State University,Maryland,
Category::NonFlagship,Saint Mary's College of Maryland,Maryland,
Category::NonFlagship,Towson University,Maryland,http://www.towson.edu/main/finaid/netpricecalculator/npcalc.asp
Category::NonFlagship,University of Baltimore,Maryland,
Category::NonFlagship,University of Maryland Baltimore County,Maryland,
Category::NonFlagship,University of Maryland Eastern Shore,Maryland,
Category::NonFlagship,University of Maryland University College,Maryland,
Category::NonFlagship,Bridgewater State College,Massachusetts,
Category::NonFlagship,Fitchburg State College,Massachusetts,
Category::NonFlagship,Framingham State College,Massachusetts,
Category::NonFlagship,Massachusetts College of Art & Design,Massachusetts,
Category::NonFlagship,Massachusetts College of Liberal Arts,Massachusetts,
Category::NonFlagship,Massachusetts Martime Academy,Massachusetts,
Category::NonFlagship,Salem State College,Massachusetts,http://www.salemstate.edu/admissions/1366.php
Category::NonFlagship,University of Massachusetts Boston,Massachusetts,
Category::NonFlagship,University of Massachusetts Dartmouth,Massachusetts,
Category::NonFlagship,University of Massachusetts Lowell,Massachusetts,
Category::NonFlagship,Westfield State College,Massachusetts,
Category::NonFlagship,Worcester State College,Massachusetts,
Category::NonFlagship,Central Michigan University,Michigan,http://netconnect.cmich.edu/netpricecalculator/
Category::NonFlagship,Eastern Michigan University,Michigan,
Category::NonFlagship,Ferris State University,Michigan,
Category::NonFlagship,Grand Valley State University,Michigan,
Category::NonFlagship,Kendall College of Art and Design,Michigan,
Category::NonFlagship,Lake Superior State University,Michigan,
Category::NonFlagship,Michigan Technological University,Michigan,
Category::NonFlagship,Northern Michigan University,Michigan,
Category::NonFlagship,Oakland University,Michigan,
Category::NonFlagship,Saginaw Valley State University,Michigan,
Category::NonFlagship,University of Michigan Dearborn,Michigan,http://www.umd.umich.edu/netpricecalc
Category::NonFlagship,University of Michigan - Flint,Michigan,
Category::NonFlagship,Wayne State University,Michigan,
Category::NonFlagship,Western Michigan University,Michigan,
Category::NonFlagship,Bemidji State University,Minnesota,
Category::NonFlagship,Metropolitan State University,Minnesota,
Category::NonFlagship,Minnesota State University Moorhead,Minnesota,
Category::NonFlagship,"Minnesota State University, Mankato",Minnesota,
Category::NonFlagship,Southwest Minnesota State University,Minnesota,
Category::NonFlagship,St Cloud State University,Minnesota,
Category::NonFlagship,University of Minnesota - Crookston,Minnesota,
Category::NonFlagship,University of Minnesota - Duluth,Minnesota,
Category::NonFlagship,University of Minnesota - Morris,Minnesota,
Category::NonFlagship,Winona State University,Minnesota,
Category::NonFlagship,Alcorn State University,Mississippi,
Category::NonFlagship,Delta State University,Mississippi,
Category::NonFlagship,Jackson State University,Mississippi,
Category::NonFlagship,Mississippi State University,Mississippi,
Category::NonFlagship,Mississippi University for Women,Mississippi,
Category::NonFlagship,Mississippi Valley State University,Mississippi,
Category::NonFlagship,University of Mississippi Medical Center,Mississippi,
Category::NonFlagship,University of Southern Mississippi,Mississippi,
Category::NonFlagship,Chamberlain College of Nursing,Missouri,
Category::NonFlagship,Harris-Stowe State University,Missouri,
Category::NonFlagship,Lincoln University,Missouri,
Category::NonFlagship,Missouri Southern State University,Missouri,
Category::NonFlagship,Missouri State University,Missouri,
Category::NonFlagship,Missouri University of Science and Technology,Missouri,
Category::NonFlagship,Missouri Western State University,Missouri,
Category::NonFlagship,Northwest Missouri State University,Missouri,
Category::NonFlagship,Southeast Missouri State University,Missouri,
Category::NonFlagship,Truman State University,Missouri,
Category::NonFlagship,University of Central Missouri ,Missouri,
Category::NonFlagship,University of Missouri - Kansas City,Missouri,
Category::NonFlagship,University of Missouri - St Louis,Missouri,
Category::NonFlagship,Montana State University - Billings,Montana,
Category::NonFlagship,Montana State University - Bozeman,Montana,
Category::NonFlagship,Montana State University - Northern,Montana,
Category::NonFlagship,Montana Tech of the Univ of Montana,Montana,
Category::NonFlagship,Salish Kootenai College,Montana,
Category::NonFlagship,University of Montana Western,Montana,
Category::NonFlagship,Chadron State University,Nebraska,
Category::NonFlagship,Peru State College,Nebraska,
Category::NonFlagship,University of Nebraska Medical Center,Nebraska,
Category::NonFlagship,University of Nebraska at Kearney,Nebraska,
Category::NonFlagship,Unviersity of Nebraska at Omaha,Nebraska,
Category::NonFlagship,Wayne State College,Nebraska,
Category::NonFlagship,College of Southern Nevada,Nevada,
Category::NonFlagship,Great Basin College,Nevada,
Category::NonFlagship,University of Nevada - Reno,Nevada,
Category::NonFlagship,Keene State College,New Hampshire,
Category::NonFlagship,Plymouth State University,New Hampshire,
Category::NonFlagship,College of New Jersey,New Jersey,
Category::NonFlagship,Kean University,New Jersey,
Category::NonFlagship,Montclair State University,New Jersey,
Category::NonFlagship,New Jersey City University,New Jersey,
Category::NonFlagship,New Jersey Institute of Technology,New Jersey,
Category::NonFlagship,Ramapo College of New Jersey,New Jersey,
Category::NonFlagship,Richard Stockton College of New Jersey,New Jersey,
Category::NonFlagship,Rowan University,New Jersey,
Category::NonFlagship,Thomas Edison State College,New Jersey,http://www.tesc.edu/net_price_calc_start.php
Category::NonFlagship,William Paterson University,New Jersey,
Category::NonFlagship,Eastern New Mexico University,New Mexico,
Category::NonFlagship,Institute of American Indian Arts,New Mexico,
Category::NonFlagship,New Mexico Highlands Unviersity,New Mexico,
Category::NonFlagship,New Mexico Institute of Mining and Tech,New Mexico,
Category::NonFlagship,New Mexico State,New Mexico,http://fa.nmsu.edu/right-to-know/net-price-calculator.html
Category::NonFlagship,Northern New Mexico College,New Mexico,
Category::NonFlagship,Western New Mexico University,New Mexico,
Category::NonFlagship,Binghampton U - SUNY,New York,
Category::NonFlagship,CUNY - Bernard Baruch College,New York,
Category::NonFlagship,CUNY - Brooklyn College,New York,
Category::NonFlagship,CUNY - City College of New York,New York,
Category::NonFlagship,CUNY - College of Staten Island,New York,
Category::NonFlagship,CUNY - Herbert H Lehman College,New York,
Category::NonFlagship,CUNY - Hunter College,New York,
Category::NonFlagship,CUNY - John Jay College of Criminal Justice,New York,
Category::NonFlagship,CUNY - Medgar Evers College,New York,
Category::NonFlagship,CUNY - New York City College of Tech,New York,
Category::NonFlagship,CUNY - Queens College,New York,
Category::NonFlagship,CUNY - York College,New York,
Category::NonFlagship,City University of New York,New York,
Category::NonFlagship,Fashion Institute of Technology,New York,
Category::NonFlagship,Morrisville State College,New York,
Category::NonFlagship,State U of NY College of Ag/Tech Cobleskll ,New York,
Category::NonFlagship,State U of NY College Tech Canton,New York,
Category::NonFlagship,State U of NY College Tech Delphi,New York,
Category::NonFlagship,State U of NY College Tech Alfred,New York,
Category::NonFlagship,State U of NY College at Brockport ,New York,
Category::NonFlagship,State U of NY College at Buffalo,New York,
Category::NonFlagship,State U of NY College at Cortland,New York,
Category::NonFlagship,State U of NY College at Freedonia,New York,
Category::NonFlagship,State U of NY College at Geneseo,New York,
Category::NonFlagship,State U of NY college at Old Westbury,New York,
Category::NonFlagship,State U of NY College at Oneonta,New York,
Category::NonFlagship,State U of NY College at Oswego,New York,
Category::NonFlagship,State U of NY College at Plattsburgh,New York,
Category::NonFlagship,State U of NY College at Purchase,New York,
Category::NonFlagship,State U of NY Empire State College,New York,
Category::NonFlagship,State U of NY Health Sci Ct - Brooklyn,New York,
Category::NonFlagship,State U of NY Inst Tech Utica/Rome,New York,
Category::NonFlagship,State U of NY Maritime College,New York,
Category::NonFlagship,State U of NY Upstate Medical University,New York,
Category::NonFlagship,State U of NY at Farmingdale,New York,
Category::NonFlagship,State U of NY at New Paltz,New York,
Category::NonFlagship,State U of NY at Potsdam,New York,
Category::NonFlagship,Stony Brook University - SUNY,New York,
Category::NonFlagship,University at Albany/SUNY,New York,
Category::NonFlagship,University at Buffalo/Suny,New York,
Category::NonFlagship,Appalachian State University,North Carolina,
Category::NonFlagship,East Carolina University,North Carolina,
Category::NonFlagship,Elizabeth City State University,North Carolina,
Category::NonFlagship,Fayetteville State University,North Carolina,
Category::NonFlagship,North Carolina Ag & Tech State U,North Carolina,
Category::NonFlagship,North Carolina Central U,North Carolina,
Category::NonFlagship,North Carolina School of the Arts,North Carolina,
Category::NonFlagship,University of North Carolina at Asheville,North Carolina,
Category::NonFlagship,U of North Carolina at Charlotte,North Carolina,
Category::NonFlagship,U of North Carolina at Greensboro,North Carolina,
Category::NonFlagship,U of North Carolina at Wilmington,North Carolina,
Category::NonFlagship,U of North Carolina at Pembroke,North Carolina,
Category::NonFlagship,Western Carolina University,North Carolina,
Category::NonFlagship,Winston-Salem State University,North Carolina,
Category::NonFlagship,Bismark State College,North Dakota,http://info.bismarckstate.edu/netprice/
Category::NonFlagship,Dickinson State University,North Dakota,
Category::NonFlagship,Mayville State University,North Dakota,
Category::NonFlagship,Minot State University,North Dakota,
Category::NonFlagship,North Dakota State University,North Dakota,
Category::NonFlagship,Valley City State University,North Dakota,
Category::NonFlagship,Bowling Green State,Ohio,http://sfa.bgsu.edu/estimator/
Category::NonFlagship,Bolwing Green State - Firelands C,Ohio,
Category::NonFlagship,Central State University,Ohio,
Category::NonFlagship,Cleveland State University,Ohio,
Category::NonFlagship,Kent State University - Ashtabula,Ohio,
Category::NonFlagship,Kent State U - Kent,Ohio,
Category::NonFlagship,Kent State U - Salem Campus,Ohio,
Category::NonFlagship,Kent State U - Stark Campus,Ohio,
Category::NonFlagship,Kent State U - Tuscarawas Campus,Ohio,
Category::NonFlagship,Miami University,Ohio,
Category::NonFlagship,Miami University - Hamilton Campus,Ohio,
Category::NonFlagship,Miami University - Middletown,Ohio,
Category::NonFlagship,Ohio State U - Lima Campus,Ohio,
Category::NonFlagship,Ohio State U - Mansfield Campus,Ohio,
Category::NonFlagship,Ohio State U - Marion Campus,Ohio,
Category::NonFlagship,Ohio State U - Newark Campus,Ohio,
Category::NonFlagship,Ohio U - Athens,Ohio,
Category::NonFlagship,Ohio U - Chillicothe campus,Ohio,
Category::NonFlagship,Ohio U - Eastern Campus,Ohio,
Category::NonFlagship,Ohio U - Lancaster Campus,Ohio,
Category::NonFlagship,Ohio U - Southern Campus,Ohio,
Category::NonFlagship,Ohio U - Zanesville Campus,Ohio,
Category::NonFlagship,Shawnee State University,Ohio,
Category::NonFlagship,University of Akron,Ohio,
Category::NonFlagship,University of Cincinatti,Ohio,
Category::NonFlagship,University of Toledo,Ohio,
Category::NonFlagship,Wright State University,Ohio,
Category::NonFlagship,Youngstown State U,Ohio,http://cfweb.cc.ysu.edu/finaid/estimator/est_estimator.cfm
Category::NonFlagship,Cameron University,Oklahoma,
Category::NonFlagship,East Central University,Oklahoma,
Category::NonFlagship,Langston University,Oklahoma,
Category::NonFlagship,Northeastern State University,Oklahoma,
Category::NonFlagship,Oklahoma Panhandle State U,Oklahoma,
Category::NonFlagship,Oklahoma State U,Oklahoma,
Category::NonFlagship,Oklahoma State U - Institute of Tech,Oklahoma,
Category::NonFlagship,Rogers State University,Oklahoma,
Category::NonFlagship,Southeastern Oklahoma State U,Oklahoma,
Category::NonFlagship,University of Science and Arts of Oklahoma,Oklahoma,
Category::NonFlagship,University of Central Oklahoma,Oklahoma,
Category::NonFlagship,University of OklahomaHealth Sciences Center,Oklahoma,
Category::NonFlagship,Eastern Oregon University,Oregon,
Category::NonFlagship,Oregon Institute of Technology,Oregon,
Category::NonFlagship,Oregon State University,Oregon,
Category::NonFlagship,Portland State University,Oregon,
Category::NonFlagship,Southern Oregon,Oregon,http://www.sou.edu/enrollment/financial-aid/netprice.html
Category::NonFlagship,Western Oregon University,Oregon,
Category::NonFlagship,Bloomsburg U of Pennsylvania,Pennsylvania,
Category::NonFlagship,California U of Pennsylvania,Pennsylvania,
Category::NonFlagship,Cheyney U of Pennsylvania,Pennsylvania,
Category::NonFlagship,Clarion U of Pennsylvania,Pennsylvania,
Category::NonFlagship,East Stroudsburg U of Pennsylvania,Pennsylvania,
Category::NonFlagship,Edinboro U of Pennsylvania,Pennsylvania,
Category::NonFlagship,Indiana U of Pennsylvania,Pennsylvania,
Category::NonFlagship,Kutztown U of Pennsylvania,Pennsylvania,
Category::NonFlagship,Lincoln University,Pennsylvania,
Category::NonFlagship,Lock Haven U of Pennsylvania,Pennsylvania,
Category::NonFlagship,Mansfield U of Pennsylvania,Pennsylvania,
Category::NonFlagship,Millerville U of Pennsylvania,Pennsylvania,
Category::NonFlagship,Penn State - Abington,Pennsylvania,
Category::NonFlagship,Penn State - Altoona,Pennsylvania,
Category::NonFlagship,Penn State - Beaver,Pennsylvania,
Category::NonFlagship,Penn State - Berks,Pennsylvania,
Category::NonFlagship,Penn State - Deleware,Pennsylvania,
Category::NonFlagship,Penn State - DuBois,Pennsylvania,
Category::NonFlagship,Penn State - Erie,Pennsylvania,
Category::NonFlagship,Penn State - Fayette,Pennsylvania,
Category::NonFlagship,Penn State - Harrisburg,Pennsylvania,
Category::NonFlagship,Penn State - Hazleton,Pennsylvania,
Category::NonFlagship,Penn State - Lehigh Valley,Pennsylvania,
Category::NonFlagship,Penn State - McKeesport,Pennsylvania,
Category::NonFlagship,Penn State - Mount Alto,Pennsylvania,
Category::NonFlagship,Penn State - New Kensington,Pennsylvania,
Category::NonFlagship,Penn State - Schuylkill,Pennsylvania,
Category::NonFlagship,Penn State - Shenango,Pennsylvania,
Category::NonFlagship,Penn State - Wilkes Barre,Pennsylvania,
Category::NonFlagship,Penn State - Worthington,Pennsylvania,
Category::NonFlagship,Penn State - York,Pennsylvania,
Category::NonFlagship,Pennsylvania College of Technology,Pennsylvania,
Category::NonFlagship,Shippensburg U of Pennsylvania,Pennsylvania,
Category::NonFlagship,Slippery Rock University of Penn,Pennsylvania,
Category::NonFlagship,University of Pittsburgh at Bradford,Pennsylvania,
Category::NonFlagship,University of Pittsburgh at Greensboro,Pennsylvania,
Category::NonFlagship,University of Pittsburgh at Johnstown,Pennsylvania,
Category::NonFlagship,University of Pittsburgh at Titusville,Pennsylvania,
Category::NonFlagship,West Chester University of Pennsylvania,Pennsylvania,
Category::NonFlagship,Puerto Rico Conservatory of Music,Puerto Rico,
Category::NonFlagship,Rhode Island College,Rhode Island,
Category::NonFlagship,Coastal Carolina University,South Carolina,
Category::NonFlagship,College of Charleston,South Carolina,
Category::NonFlagship,Francis Marion University,South Carolina,
Category::NonFlagship,Lander University,South Carolina,
Category::NonFlagship,Medical University of South Carolina,South Carolina,
Category::NonFlagship,South Carolina State University,South Carolina,
